iter	Passed	Remaining
373	40202	67291
374	40295	67159
375	40388	67027
376	40488	66907
377	40581	66776
378	40685	66663
379	40778	66532
380	40876	66411
381	40973	66286
382	41070	66163
383	41169	66043
384	41265	65918
385	41364	65797
386	41456	65666
387	41554	65544
388	41651	65421
389	41747	65296
390	41837	65163
391	41927	65030
392	42018	64899
393	42110	64769
394	42201	64637
395	42291	64505
396	42389	64385
397	42478	64251
398	42518	64044
399	42616	63924
400	42714	63805
401	42822	63700
402	42914	63573
403	43013	63455
404	43108	63331
405	43202	63207
406	43299	63087
407	43397	62968
408	43497	62853
409	43594	62732
410	43688	62608
411	43780	62483
412	43875	62359
413	43973	62242
414	44071	62124
415	44167	62005
416	44263	61883
417	44352	61754
418	44446	61630
419	44538	61505
420	44629	61378
421	44720	61252
422	44808	61121
423	44904	61002
424	45001	60884
425	45102	60771
426	45198	60652
427	45296	60536
428	45391	60416
429	45487	60296
430	45575	60167
431	45666	60042
432	45758	59919
433	45851	59796
434	45942	59671
435	46038	59554
436	46137	59439
437	46234	59323
438	46333	59210
439	46426	59088
440	46525	58973
441	46620	58855
442	46723	58746
443	46825	58637
444	46920	58518
445	47014	58399
446	47107	58278
447	47197	58154
448	47292	58036
449	47385	57915
450	47493	57813
451	47641	57760
452	47739	57646
453	47849	57546
454	47953	57439
455	48056	57330
456	48157	57219
457	48264	57116
458	48366	57007
459	48460	56888
460	48547	56761
461	48636	56636
462	48734	56523
463	48837	56415
464	48938	56305
465	49033	56188
466	49125	56068
467	49223	55954
468	49317	55836
469	49412	55720
470	49516	55614
471	49614	55501
472	49716	55392
473	49814	55279
474	49916	55171
475	50017	55060
476	50108	54940
477	50208	54830
478	50307	54718
479	50406	54606
480	50506	54496
481	50605	54385
482	50703	54272
483	50798	54157
484	50895	54044
485	50992	53930
486	51087	53814
487	51177	53694
488	51267	53573
489	51357	53454
490	51457	53343
491	51557	53233
492	51658	53125
493	51754	53011
494	51849	52897
495	51945	52783
496	52041	52669
497	52147	52565
498	52242	52452
499	52342	52342
500	52432	52223
501	52526	52107
502	52622	51994
503	52714	51877
504	52815	51770
505	52917	51662
506	53010	51546
507	53114	51441
508	53215	51333
509	53312	51221
510	53401	51102
511	53493	50985
512	53588	50872
513	53681	50757
514	53772	50640
515	53865	50524
516	53967	50418
517	54066	50309
518	54162	50196
519	54262	50088
520	54358	49976
521	54461	49870
522	54560	49761
523	54655	49649
524	54753	49538
525	54844	49422
526	54936	49307
527	55034	49197
528	55137	49091
529	55229	48976
530	55333	48872
531	55433	48764
532	55533	48657
533	55637	48552
534	55747	48453
535	55846	48344
536	55950	48240
537	56060	48141
538	56175	48046
539	56289	47950
540	56414	47863
541	56541	47778
542	56651	47678
543	56762	47579
544	56866	47476
545	56978	47377
546	57090	47279
547	57193	47174
548	57310	47080
549	57410	46972
550	57512	46866
551	57609	46755
552	57712	46650
553	57815	46544
554	57917	46438
555	58024	46336
556	58132	46234
557	58241	46134
558	58346	46029
559	58456	45929
560	58561	45826
561	58668	45724
562	58764	45612
563	58867	45507
564	58966	45398
565	59061	45287
566	59164	45182
567	59268	45077
568	59369	44970
569	59478	44869
570	59591	44771
571	59697	44669
572	59808	44569
573	59920	44470
574	60037	44375
575	60172	44293
576	60287	44196
577	60397	44096
578	60507	43996
579	60621	43898
580	60725	43793
581	60823	43684
582	60931	43582
583	61049	43487
584	61162	43389
585	61269	43285
586	61380	43185
587	61480	43078
588	61590	42977
589	61693	42871
590	61792	42763
591	61892	42655
592	61991	42547
593	62088	42437
594	62186	42328
595	62292	42224
596	62393	42118
597	62497	42013
598	62599	41906
599	62709	41806
600	62818	41705
601	62931	41606
602	63033	41499
603	63144	41399
604	63244	41291
605	63342	41182
606	63452	41082
607	63560	40979
608	63672	40880
609	63781	40778
610	63890	40676
611	63997	40573
612	64103	40469
613	64200	40360
614	64308	40258
615	64402	40146
616	64503	40040
617	64598	39929
618	64714	39832
619	64820	39728
620	64923	39623
621	65018	39513
622	65124	39409
623	65225	39302
624	65325	39195
625	65425	39088
626	65526	38981
627	65621	38871
628	65714	38759
629	65809	38649
630	65906	38541
631	66006	38434
632	66102	38324
633	66203	38218
634	66307	38113
635	66409	38007
636	66527	37911
637	66643	37813
638	66738	37703
639	66834	37594
640	66928	37484
641	67025	37375
642	67118	37264
643	67213	37155
644	67309	37046
645	67412	36940
646	67508	36832
647	67608	36725
648	67703	36616
649	67806	36511
650	67905	36404
651	68010	36300
652	68112	36194
653	68206	36084
654	68306	35978
655	68403	35869
656	68497	35760
657	68586	35648
658	68685	35541
659	68778	35431
660	68876	35323
661	68975	35217
662	69088	35117
663	69195	35014
664	69293	34907
665	69396	34802
666	69498	34697
667	69590	34586
668	69687	34478
669	69782	34370
670	69874	34260
671	69968	34151
672	70062	34042
673	70160	33935
674	70259	33828
675	70356	33721
676	70458	33616
677	70555	33508
678	70657	33403
679	70756	33297
680	70855	33190
681	70948	33081
682	71040	32971
683	71134	32863
684	71228	32754
685	71316	32643
686	71411	32535
687	71512	32429
688	71609	32322
689	71713	32218
690	71816	32114
691	71914	32008
692	72015	31903
693	72108	31794
694	72206	31687
695	72300	31579
696	72394	31471
697	72489	31363
698	72583	31255
699	72679	31148
700	72776	31041
701	72874	30935
702	72969	30827
703	73074	30724
704	73175	30619
705	73276	30514
706	73372	30407
707	73470	30301
708	73564	30193
709	73666	30088
710	73762	29982
711	73858	29875
712	73959	29770
713	74057	29664
714	74159	29560
715	74263	29456
716	74369	29353
717	74467	29247
718	74565	29141
719	74673	29039
720	74771	28933
721	74865	28826
722	74963	28720
723	75056	28612
724	75150	28505
725	75245	28398
726	75346	28293
727	75442	28187
728	75539	28081
729	75641	27976
730	75744	27873
731	75842	27767
732	75946	27664
733	76049	27560
734	76150	27455
735	76249	27350
736	76348	27245
737	76443	27138
738	76543	27033
739	76644	26929
740	76740	26822
741	76835	26716
742	76936	26611
743	77053	26512
744	77163	26411
745	77261	26306
746	77359	26200
747	77454	26094
748	77547	25987
749	77643	25881
750	77736	25774
751	77828	25666
752	77919	25559
753	78019	25454
754	78119	25350
755	78231	25249
756	78332	25144
757	78434	25041
758	78536	24937
759	78634	24831
760	78730	24726
761	78822	24619
762	78916	24512
763	79007	24405
764	79102	24299
765	79201	24194
766	79293	24087
767	79387	23981
768	79483	23876
769	79585	23772
770	79696	23671
771	79796	23566
772	79892	23461
773	79996	23358
774	80100	23255
775	80200	23150
776	80299	23046
777	80395	22940
778	80491	22835
779	80586	22729
780	80681	22623
781	80776	22518
782	80874	22413
783	80970	22308
784	81070	22203
785	81166	22098
786	81269	21995
787	81369	21891
788	81465	21786
789	81561	21680
790	81660	21576
791	81750	21469
792	81843	21363
793	81937	21258
794	82032	21152
795	82141	21051
796	82250	20949
797	82371	20850
798	82478	20748
799	82581	20645
800	82678	20540
801	82773	20435
802	82864	20329
803	82960	20224
804	83058	20119
805	83155	20015
806	83250	19910
807	83355	19807
808	83460	19704
809	83559	19600
810	83658	19496
811	83759	19392
812	83862	19289
813	83955	19183
814	84057	19080
815	84165	18978
816	84268	18875
817	84363	18770
818	84456	18665
819	84550	18559
820	84647	18455
821	84739	18349
822	84844	18247
823	84946	18144
824	85046	18040
825	85150	17937
826	85252	17834
827	85350	17729
828	85440	17624
829	85530	17518
830	85628	17414
831	85726	17310
832	85825	17206
833	85928	17103
834	86027	16999
835	86124	16895
836	86236	16794
837	86343	16691
838	86439	16587
839	86577	16490
840	86693	16390
841	86793	16286
842	86886	16181
843	86985	16077
844	87077	15972
845	87174	15868
846	87268	15763
847	87366	15660
848	87464	15556
849	87584	15456
850	87692	15353
851	87792	15250
852	87901	15148
853	88019	15047
854	88109	14942
855	88208	14838
856	88310	14735
857	88415	14632
858	88536	14532
859	88655	14432
860	88767	14330
861	88876	14228
862	88977	14125
863	89082	14022
864	89187	13919
865	89290	13816
866	89401	13714
867	89503	13611
868	89603	13507
869	89711	13405
870	89817	13302
871	89921	13199
872	90033	13097
873	90137	12994
874	90240	12891
875	90348	12789
876	90454	12686
877	90569	12584
878	90680	12482
879	90784	12379
880	90885	12276
881	90990	12173
882	91091	12069
883	91193	11966
884	91308	11864
885	91421	11763
886	91543	11662
887	91654	11560
888	91760	11457
889	91887	11356
890	92009	11255
891	92129	11154
892	92264	11055
893	92388	10954
894	92501	10852
895	92616	10750
896	92735	10648
897	92893	10551
898	93049	10453
899	93172	10352
900	93307	10252
901	93422	10150
902	93554	10049
903	93670	9947
904	93795	9845
905	93944	9747
906	94098	9648
907	94230	9547
908	94350	9445
909	94454	9341
910	94562	9238
911	94664	9134
912	94763	9030
913	94862	8925
914	94993	8824
915	95121	8722
916	95240	8620
917	95370	8518
918	95472	8414
919	95574	8310
920	95680	8207
921	95777	8102
922	95880	7998
923	95979	7894
924	96081	7790
925	96181	7686
926	96279	7581
927	96375	7477
928	96472	7373
929	96566	7268
930	96660	7163
931	96762	7059
932	96871	6956
933	96982	6853
934	97089	6749
935	97185	6645
936	97283	6540
937	97379	6436
938	97478	6332
939	97586	6228
940	97685	6124
941	97793	6021
942	97896	5917
943	98001	5813
944	98118	5710
945	98230	5607
946	98340	5503
947	98454	5400
948	98566	5297
949	98682	5193
950	98799	5090
951	98912	4987
952	99035	4884
953	99140	4780
954	99236	4676
955	99340	4572
956	99439	4468
957	99541	4364
958	99639	4259
959	99774	4157
960	99907	4054
961	100018	3950
962	100136	3847
963	100264	3744
964	100376	3640
965	100477	3536
966	100584	3432
967	100685	3328
968	100792	3224
969	100892	3120
970	100988	3016
971	101090	2912
972	101191	2807
973	101298	2704
974	101406	2600
975	101509	2496
976	101609	2392
977	101713	2288
978	101814	2183
979	101914	2079
980	102007	1975
981	102105	1871
982	102200	1767
983	102299	1663
984	102406	1559
985	102514	1455
986	102611	1351
987	102718	1247
988	102819	1143
989	102919	1039
990	103025	935
991	103138	831
992	103250	727
993	103350	623
994	103446	519
995	103546	415
996	103642	311
997	103741	207
998	103840	103
999	103950	0
